EventID,DonationID,DonorID,MunicipalityID,GiftID,DonationAmountYen,DonatedAt,PaymentMethod,WorkshopRunId,ParticipantAlias,SourceFile,PublishedAtUtc
EVT-FRS-012264,6012264,2010296,123293,3002412,12000,2026-08-11T10:32:03Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-005846,6005846,2009676,114421,3001422,15000,2026-08-11T10:39:02Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014653,6014653,2006397,182087,3004186,5000,2026-08-11T10:40:40Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-005983,6005983,2011556,212083,3004324,5000,2026-08-11T10:44:20Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008782,6008782,2009305,302091,3000684,20000,2026-08-11T10:45:55Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010805,6010805,2010682,075434,3004148,20000,2026-08-11T10:46:01Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000749,6000749,2011064,282197,3004386,10000,2026-08-11T10:48:28Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001022,6001022,2003755,092061,3002452,20000,2026-08-11T10:50:36Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012775,6012775,2010962,472107,3002653,20000,2026-08-11T10:53:01Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000366,6000366,2009935,252140,3003192,10000,2026-08-11T10:54:42Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007318,6007318,2005634,162086,3001095,5000,2026-08-11T10:56:58Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-002660,6002660,2010178,432032,3004207,10000,2026-08-11T10:57:39Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007278,6007278,2008865,042111,3005877,10000,2026-08-11T10:58:46Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008298,6008298,2004159,082368,3003366,20000,2026-08-11T11:06:44Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004748,6004748,2009681,182079,3003228,10000,2026-08-11T11:07:28Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001206,6001206,2002918,222127,3004313,30000,2026-08-11T11:09:40Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-005916,6005916,2005304,232190,3001466,30000,2026-08-11T11:14:11Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007706,6007706,2011933,016454,3003739,10000,2026-08-11T11:16:03Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001307,6001307,2007917,202070,3004076,30000,2026-08-11T11:21:59Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010252,6010252,2007149,022039,3004557,12000,2026-08-11T11:22:32Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007903,6007903,2010885,282103,3000517,10000,2026-08-11T11:23:52Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010427,6010427,2008415,182087,3001180,20000,2026-08-11T11:26:09Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012385,6012385,2005519,062103,3000822,25000,2026-08-11T11:28:48Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012526,6012526,2005175,272027,3004841,20000,2026-08-11T11:35:36Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010251,6010251,2001508,432032,3005336,10000,2026-08-11T11:38:11Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008608,6008608,2010822,252034,3005112,8000,2026-08-11T11:38:23Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006397,6006397,2004232,151009,3001713,15000,2026-08-11T11:43:43Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010383,6010383,2003662,082112,3003621,25000,2026-08-11T11:44:14Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014331,6014331,2002136,462047,3003316,5000,2026-08-11T11:46:59Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000867,6000867,2009160,082163,3005141,60000,2026-08-11T11:53:43Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007216,6007216,2009607,432130,3002371,15000,2026-08-11T11:54:00Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012447,6012447,2006514,431001,3002471,15000,2026-08-11T11:54:30Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-013405,6013405,2011855,112321,3004570,10000,2026-08-11T11:57:26Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006029,6006029,2003544,465011,3003264,15000,2026-08-11T12:04:30Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-002352,6002352,2007224,442135,3003352,25000,2026-08-11T12:07:20Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012853,6012853,2005506,202151,3003574,15000,2026-08-11T12:18:46Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008940,6008940,2004984,272132,3002927,30000,2026-08-11T12:24:30Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-013581,6013581,2009737,392090,3005016,20000,2026-08-11T12:37:14Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008720,6008720,2000661,222054,3002220,10000,2026-08-11T12:37:26Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-011874,6011874,2002437,062014,3001248,30000,2026-08-11T12:46:08Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007068,6007068,2007870,332101,3005670,20000,2026-08-11T12:53:14Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-003693,6003693,2004769,203637,3000043,15000,2026-08-11T12:53:43Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012125,6012125,2010262,452025,3002265,60000,2026-08-11T13:00:12Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001140,6001140,2002539,202070,3000976,20000,2026-08-11T13:03:55Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014256,6014256,2002945,122246,3003263,20000,2026-08-11T13:04:58Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001749,6001749,2007876,152234,3003879,15000,2026-08-11T13:06:31Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012990,6012990,2010625,112160,3000680,10000,2026-08-11T13:07:59Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001187,6001187,2001019,092100,3002316,25000,2026-08-11T13:10:27Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007867,6007867,2004740,024121,3001628,5000,2026-08-11T13:11:13Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001349,6001349,2007778,262099,3002579,10000,2026-08-11T13:14:23Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-012011,6012011,2003683,122114,3001493,20000,2026-08-11T13:16:04Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004903,6004903,2001874,432113,3002983,10000,2026-08-11T13:16:06Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000915,6000915,2002192,452025,3005848,10000,2026-08-11T13:19:35Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014141,6014141,2010267,222089,3003577,30000,2026-08-11T13:20:25Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000708,6000708,2007352,472131,3001258,10000,2026-08-11T13:25:35Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-013822,6013822,2000884,112062,3003107,15000,2026-08-11T13:28:21Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008586,6008586,2002591,142131,3005812,50000,2026-08-11T13:29:23Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-002849,6002849,2001887,372072,3002684,25000,2026-08-11T13:34:50Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006093,6006093,2000043,402184,3004348,10000,2026-08-11T13:36:44Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006595,6006595,2004776,272256,3000676,20000,2026-08-11T13:38:51Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-002362,6002362,2010447,042137,3001073,25000,2026-08-11T13:48:06Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-005180,6005180,2011342,382043,3002011,25000,2026-08-11T13:49:31Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006361,6006361,2004855,062073,3001792,15000,2026-08-11T13:52:43Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-011770,6011770,2007217,272132,3003896,30000,2026-08-11T13:52:58Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-006455,6006455,2011374,192074,3004354,30000,2026-08-11T13:56:34Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-011404,6011404,2010711,142034,3002356,15000,2026-08-11T13:59:29Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004446,6004446,2010024,232297,3005704,20000,2026-08-11T14:03:44Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004782,6004782,2006683,142042,3000722,10000,2026-08-11T14:15:16Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-010038,6010038,2001765,272230,3002861,12000,2026-08-11T14:17:15Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-000759,6000759,2003917,402311,3002410,15000,2026-08-11T14:21:50Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-002621,6002621,2001200,272132,3000119,25000,2026-08-11T14:21:58Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001385,6001385,2006910,122190,3003157,15000,2026-08-11T14:22:33Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-011426,6011426,2006457,342157,3002242,10000,2026-08-11T14:30:51Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004040,6004040,2003638,152099,3002906,70000,2026-08-11T14:32:39Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-001416,6001416,2004756,122076,3005844,50000,2026-08-11T14:35:20Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008279,6008279,2003991,462101,3005890,15000,2026-08-11T14:35:38Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-003374,6003374,2011433,082112,3003621,15000,2026-08-11T14:43:19Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014172,6014172,2006557,142034,3002364,10000,2026-08-11T14:47:13Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008033,6008033,2009832,462144,3003108,30000,2026-08-11T14:47:18Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-013021,6013021,2010166,205630,3001724,20000,2026-08-11T14:52:38Z,銀行振込,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008933,6008933,2008102,472123,3001104,20000,2026-08-11T14:54:01Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-007326,6007326,2009260,452025,3005848,20000,2026-08-11T14:57:57Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-008000,6008000,2000474,262072,3000926,10000,2026-08-11T15:02:09Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-004440,6004440,2004296,232149,3003556,12000,2026-08-11T15:03:32Z,電子決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-014099,6014099,2005270,082261,3000370,30000,2026-08-11T15:05:26Z,コンビニ決済,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
EVT-FRS-005625,6005625,2011937,292010,3002355,10000,2026-08-11T15:06:49Z,クレジットカード,increment-run-002,workshop-participant,donation_events_002.csv,2026-08-21T14:20:02Z
