EventID,DonationID,DonorID,MunicipalityID,GiftID,DonationAmountYen,DonatedAt,PaymentMethod,WorkshopRunId,ParticipantAlias,SourceFile,PublishedAtUtc
EVT-FRS-011482,6011482,2002065,434035,3004042,10000,2026-08-21T16:37:29Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005291,6005291,2011381,363022,3005182,8000,2026-08-21T16:38:37Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004527,6004527,2010408,235016,3001678,10000,2026-08-21T16:43:45Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007156,6007156,2011896,122181,3004394,12000,2026-08-21T16:47:18Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001890,6001890,2003667,062138,3004820,30000,2026-08-21T16:55:06Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010029,6010029,2007990,272248,3005397,12000,2026-08-21T16:55:57Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009415,6009415,2002051,012173,3003541,12000,2026-08-21T16:56:30Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002572,6002572,2011351,412074,3001341,25000,2026-08-21T16:58:32Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008959,6008959,2010028,272141,3003272,20000,2026-08-21T17:04:36Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004481,6004481,2010813,062031,3005710,15000,2026-08-21T17:06:02Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010486,6010486,2002327,405442,3004531,25000,2026-08-21T17:07:26Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006462,6006462,2003020,122246,3004260,10000,2026-08-21T17:14:05Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009855,6009855,2006083,464686,3002300,10000,2026-08-21T17:14:50Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006585,6006585,2008391,052108,3004244,12000,2026-08-21T17:19:51Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001807,6001807,2001539,162086,3005707,15000,2026-08-21T17:21:05Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005862,6005862,2010295,202177,3005680,25000,2026-08-21T17:23:10Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008691,6008691,2000547,362077,3000950,20000,2026-08-21T17:26:01Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013396,6013396,2009600,172090,3003882,12000,2026-08-21T17:26:42Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002619,6002619,2003333,432113,3005288,10000,2026-08-21T17:27:28Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008811,6008811,2005207,042021,3005000,20000,2026-08-21T17:30:46Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003399,6003399,2004235,431001,3001882,15000,2026-08-21T17:33:26Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014472,6014472,2010320,174611,3000509,10000,2026-08-21T17:34:47Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013169,6013169,2008175,082368,3002064,25000,2026-08-21T17:36:41Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013309,6013309,2004948,272086,3003287,15000,2026-08-21T17:37:07Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007837,6007837,2005416,202207,3004607,12000,2026-08-21T17:39:50Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010114,6010114,2011360,272132,3003549,5000,2026-08-21T17:40:44Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013550,6013550,2005356,212164,3002831,10000,2026-08-21T17:42:10Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013361,6013361,2005404,016420,3004722,15000,2026-08-21T17:43:44Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008769,6008769,2004708,402141,3003817,30000,2026-08-21T17:51:14Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014000,6014000,2005358,015504,3001131,20000,2026-08-21T17:56:58Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014585,6014585,2008445,112224,3005781,15000,2026-08-21T17:58:14Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001098,6001098,2007226,282197,3000672,10000,2026-08-21T17:58:32Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003134,6003134,2002444,072095,3004630,8000,2026-08-21T18:01:59Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002884,6002884,2001084,412082,3000138,8000,2026-08-21T18:03:46Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013890,6013890,2002677,232084,3003908,15000,2026-08-21T18:03:58Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001644,6001644,2002259,222127,3001668,12000,2026-08-21T18:04:51Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-012714,6012714,2000312,012068,3002768,30000,2026-08-21T18:08:46Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001675,6001675,2001847,294241,3003403,20000,2026-08-21T18:19:15Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009342,6009342,2007075,016047,3000750,12000,2026-08-21T18:19:22Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007341,6007341,2011435,062057,3004418,10000,2026-08-21T18:20:16Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007255,6007255,2001986,105236,3000667,10000,2026-08-21T18:23:44Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014384,6014384,2003327,331007,3002982,40000,2026-08-21T18:32:10Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006906,6006906,2005719,432148,3000187,8000,2026-08-21T18:33:23Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006047,6006047,2007207,152099,3003732,12000,2026-08-21T18:34:51Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004883,6004883,2007814,402257,3000699,12000,2026-08-21T18:39:30Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-011432,6011432,2004567,122262,3005442,30000,2026-08-21T18:41:49Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-000331,6000331,2002863,292061,3002342,12000,2026-08-21T18:42:27Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002622,6002622,2008712,042021,3002651,10000,2026-08-21T18:43:40Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001266,6001266,2003390,052124,3004385,30000,2026-08-21T18:43:42Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005329,6005329,2006436,132128,3001786,20000,2026-08-21T18:47:13Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006384,6006384,2008609,282189,3001458,10000,2026-08-21T18:48:21Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004831,6004831,2010973,402028,3003250,25000,2026-08-21T18:49:36Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009440,6009440,2009219,152277,3005413,8000,2026-08-21T18:50:06Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-011739,6011739,2005673,464686,3004436,20000,2026-08-21T18:53:19Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008296,6008296,2007369,233617,3001191,5000,2026-08-21T18:53:45Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001604,6001604,2009935,252131,3003804,20000,2026-08-21T18:54:29Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005330,6005330,2001229,452025,3005848,12000,2026-08-21T18:55:12Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009596,6009596,2008625,132012,3000427,12000,2026-08-21T18:58:14Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009463,6009463,2004707,202029,3003172,15000,2026-08-21T19:01:53Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014067,6014067,2006218,462063,3005524,10000,2026-08-21T19:05:18Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013661,6013661,2005149,212202,3005922,12000,2026-08-21T19:14:39Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001130,6001130,2011997,232050,3000090,12000,2026-08-21T19:15:06Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014342,6014342,2003146,132071,3002436,5000,2026-08-21T19:19:03Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013701,6013701,2000579,042072,3003933,20000,2026-08-21T19:19:48Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002333,6002333,2004712,092151,3003926,10000,2026-08-21T19:20:01Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-011636,6011636,2008214,032107,3005255,12000,2026-08-21T19:20:04Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010218,6010218,2004721,174611,3002320,10000,2026-08-21T19:22:19Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010863,6010863,2006432,122211,3002839,10000,2026-08-21T19:22:56Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007126,6007126,2001739,142140,3000590,20000,2026-08-21T19:26:33Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010025,6010025,2003818,342131,3001985,5000,2026-08-21T19:28:02Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007782,6007782,2007925,052060,3001560,15000,2026-08-21T19:39:26Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009449,6009449,2009078,111007,3005885,8000,2026-08-21T19:39:41Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007063,6007063,2001831,264652,3000811,12000,2026-08-21T19:41:28Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003237,6003237,2009588,012165,3000543,30000,2026-08-21T19:51:05Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-000179,6000179,2003005,202070,3000976,15000,2026-08-21T19:56:48Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003566,6003566,2006510,093424,3004812,15000,2026-08-21T20:05:06Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009356,6009356,2008331,404489,3005467,10000,2026-08-21T20:11:08Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007977,6007977,2003908,431001,3002471,15000,2026-08-21T20:16:12Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008773,6008773,2007057,112411,3004315,50000,2026-08-21T20:19:12Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-012407,6012407,2006709,012068,3005494,12000,2026-08-21T20:23:13Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007132,6007132,2010022,082244,3001332,20000,2026-08-21T20:24:20Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005404,6005404,2008040,392111,3000346,10000,2026-08-21T20:31:50Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008662,6008662,2004128,352136,3000080,8000,2026-08-21T20:34:13Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005476,6005476,2004814,465356,3001587,15000,2026-08-21T20:42:29Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004814,6004814,2011753,042099,3005396,30000,2026-08-21T20:42:57Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-006449,6006449,2005496,131202,3001967,15000,2026-08-21T20:44:53Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009361,6009361,2010784,102041,3001427,5000,2026-08-21T20:47:38Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-007872,6007872,2003312,072125,3000315,40000,2026-08-21T20:48:08Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002924,6002924,2003407,016390,3005273,40000,2026-08-21T20:50:51Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005627,6005627,2011556,132063,3002333,20000,2026-08-21T20:51:30Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009186,6009186,2010144,462241,3002975,10000,2026-08-21T20:59:25Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-000482,6000482,2003939,252018,3002744,8000,2026-08-21T21:06:09Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003083,6003083,2002225,162060,3004561,5000,2026-08-21T21:07:21Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004180,6004180,2007367,312037,3000566,10000,2026-08-21T21:25:04Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-012862,6012862,2003290,363421,3005455,10000,2026-08-21T21:25:14Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-003123,6003123,2005834,202053,3000291,8000,2026-08-21T21:31:31Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009232,6009232,2002010,272132,3003896,20000,2026-08-21T21:33:48Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001090,6001090,2002029,442135,3000064,10000,2026-08-21T21:35:41Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002859,6002859,2008385,412074,3001341,15000,2026-08-21T21:35:49Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-011926,6011926,2002654,152081,3004114,20000,2026-08-21T21:37:03Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-000567,6000567,2009183,124095,3000204,25000,2026-08-21T21:37:06Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005324,6005324,2003395,231002,3000754,20000,2026-08-21T21:39:40Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-005756,6005756,2001040,272027,3003444,15000,2026-08-21T21:40:44Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-002427,6002427,2008995,462012,3001498,25000,2026-08-21T21:42:04Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001074,6001074,2007794,262099,3002194,15000,2026-08-21T21:42:50Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008584,6008584,2002904,382043,3005763,10000,2026-08-21T21:46:19Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001522,6001522,2010891,282049,3005452,20000,2026-08-21T21:47:39Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008435,6008435,2010508,192040,3000250,30000,2026-08-21T21:48:15Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004811,6004811,2001450,222208,3002473,12000,2026-08-21T21:51:57Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-008958,6008958,2003577,112071,3004975,12000,2026-08-21T21:55:16Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-010284,6010284,2007034,232297,3002002,12000,2026-08-21T21:55:25Z,銀行振込,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-009141,6009141,2006614,082341,3000661,15000,2026-08-21T22:00:48Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-013764,6013764,2006152,473596,3004922,8000,2026-08-21T22:02:10Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-011053,6011053,2001542,022012,3003349,12000,2026-08-21T22:04:02Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-014491,6014491,2003543,232122,3000408,10000,2026-08-21T22:04:22Z,電子決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-001971,6001971,2002047,222267,3000634,20000,2026-08-21T22:15:39Z,クレジットカード,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
EVT-FRS-004784,6004784,2007860,092151,3003926,5000,2026-08-21T22:20:55Z,コンビニ決済,increment-run-003,workshop-participant,donation_events_003.csv,2026-09-01T00:03:20Z
