BusinessID,GiftID
4000056,3002276
4000056,3003455
4000056,3005112
4000056,3005914
4000057,3000894
4000057,3002805
4000057,3003090
4000057,3003915
4000057,3004629
4000058,3000838
4000058,3002479
4000058,3002493
4000058,3002981
4000058,3004552
4000058,3004590
4000059,3000638
4000059,3001753
4000059,3003795
4000059,3003836
4000060,3004846
4000060,3005197
4000060,3005697
4000060,3005714
4000061,3000046
4000061,3000881
4000061,3003671
4000062,3001198
4000062,3003201
4000062,3003473
4000062,3004755
4000062,3004773
4000063,3001357
4000063,3001885
4000063,3003411
4000063,3004798
4000064,3000496
4000064,3002250
4000064,3003815
4000064,3004114
4000064,3004480
4000064,3004674
4000065,3000794
4000065,3000939
4000065,3000967
4000065,3003385
4000065,3004126
4000065,3004434
4000065,3004876
4000066,3001138
4000066,3002833
4000066,3004311
4000066,3005717
4000067,3000747
4000067,3001840
4000067,3002900
4000067,3005196
4000068,3000645
4000068,3001578
4000068,3002714
4000069,3001602
4000069,3003239
4000069,3003713
4000069,3004587
4000069,3005268
4000070,3000961
4000070,3001367
4000070,3001422
4000070,3001673
4000070,3003535
4000070,3003633
4000070,3004904
4000070,3005510
4000071,3003531
4000071,3004505
4000072,3000254
4000072,3000762
4000072,3001271
4000072,3001516
4000072,3001826
4000072,3002365
4000072,3002396
4000072,3002867
4000072,3003799
4000072,3004548
4000072,3004599
4000072,3004754
4000072,3005576
4000072,3005671
4000073,3001358
4000073,3001947
4000073,3003017
4000073,3003530
4000073,3004290
4000073,3005927
4000074,3002102
4000074,3003726
4000074,3003797
4000074,3005299
4000074,3005479
4000075,3000370
4000075,3002934
4000075,3003913
4000075,3004516
4000075,3005939
4000076,3000086
4000076,3001081
4000076,3001105
4000076,3004997
4000077,3000003
4000077,3000209
4000077,3001017
4000077,3001316
4000077,3001748
4000077,3003074
4000077,3005393
4000078,3002420
4000078,3002683
4000078,3003991
4000078,3004094
4000078,3004099
4000079,3000566
4000079,3000644
4000079,3000990
4000079,3003038
4000079,3003944
4000079,3004432
4000080,3000103
4000080,3000841
4000080,3000895
4000080,3002336
4000080,3002600
4000080,3002932
4000080,3002951
4000080,3003243
4000080,3004493
4000080,3005270
4000081,3001044
4000081,3001124
4000081,3004700
4000081,3005764
4000081,3005875
4000082,3000391
4000082,3001723
4000082,3004018
4000082,3005653
4000082,3005879
4000083,3000069
4000083,3000883
4000083,3001231
4000083,3003945
4000083,3004490
4000083,3005028
4000083,3005395
4000083,3005975
4000084,3000437
4000084,3000955
4000084,3002092
4000084,3002281
4000084,3002369
4000084,3003056
4000084,3003535
4000084,3003734
4000084,3004036
4000084,3004215
4000084,3004845
4000084,3005284
4000084,3005430
4000084,3005954
4000085,3000013
4000085,3002569
4000085,3002655
4000085,3003999
4000085,3005662
4000086,3000005
4000086,3000445
4000086,3001930
4000086,3001933
4000086,3001955
4000086,3002428
4000086,3003286
4000086,3004843
4000086,3005294
4000086,3005792
4000087,3000352
4000087,3001265
4000087,3001951
4000087,3002917
4000087,3003562
4000087,3004244
4000087,3005222
4000088,3000364
4000088,3000632
4000088,3002038
4000088,3004320
4000088,3005019
4000088,3005029
4000088,3005240
4000089,3000546
4000089,3001472
4000089,3001775
4000089,3002458
4000089,3002987
4000089,3005412
4000090,3000823
4000090,3000924
4000090,3001919
4000090,3003079
4000090,3004434
4000091,3001355
4000091,3001410
4000091,3003825
4000091,3005049
4000091,3005110
4000092,3000891
4000092,3001178
4000092,3001711
4000092,3003566
4000092,3005884
4000093,3000531
4000093,3000957
4000093,3002574
4000093,3003569
4000093,3004433
4000093,3004796
4000094,3000036
4000094,3000569
4000094,3004362
4000094,3005117
4000094,3005959
4000095,3000036
4000095,3001212
4000095,3004362
4000095,3004679
4000095,3005117
4000095,3005298
4000096,3004684
4000096,3005635
4000097,3001260
4000097,3002846
4000097,3003260
4000097,3003872
4000097,3003896
4000097,3005135
4000098,3000218
4000098,3000627
4000098,3001633
4000098,3001728
4000099,3003102
4000099,3003284
4000099,3005765
4000100,3000580
4000100,3000922
4000100,3001003
4000100,3002935
4000100,3003928
4000100,3004301
4000101,3000855
4000101,3001716
4000101,3001719
4000101,3002007
4000101,3002302
4000101,3002507
4000101,3003969
4000101,3004074
4000101,3005210
4000101,3005425
4000101,3005719
4000102,3000707
4000102,3001774
4000102,3003626
4000102,3003682
4000103,3000732
4000103,3003738
4000103,3003751
4000103,3004249
4000103,3005006
4000104,3000387
4000104,3001032
4000104,3001190
4000104,3001889
4000104,3004565
4000104,3004662
4000104,3005324
4000104,3005872
4000105,3000492
4000105,3003068
4000105,3003981
4000105,3004863
4000106,3001514
4000106,3001561
4000106,3002180
4000106,3004549
4000106,3005531
4000106,3005678
4000107,3000872
4000107,3000940
4000107,3001075
4000107,3002362
4000107,3003969
4000107,3004041
4000108,3001804
4000108,3002124
4000108,3003580
4000108,3004133
4000108,3005892
4000109,3000266
4000109,3002071
4000109,3002271
4000110,3000126
4000110,3000413
4000110,3000573
4000110,3000655
4000110,3000971
4000110,3001479
4000110,3002010
4000110,3002694
4000110,3003846
4000111,3001773
4000111,3004374
4000111,3004607
4000111,3005012
4000111,3005256
4000111,3005489
4000112,3000557
4000112,3000602
4000112,3000827
4000112,3001217
4000112,3002269
4000112,3003595
4000112,3003825
4000112,3004006
4000112,3005354
4000112,3005763
4000113,3000044
4000113,3001224
4000113,3001673
4000113,3001690
4000113,3003359
4000113,3004521
4000113,3004877
4000113,3005619
4000114,3000375
4000114,3000612
4000114,3002666
4000114,3004489
4000114,3004689
4000114,3004692
4000114,3004716
4000114,3004825
4000115,3002175
4000115,3002308
4000115,3002682
4000115,3003660
4000115,3004961
4000116,3003649
4000116,3005391
4000116,3005751
4000117,3000325
4000117,3002239
4000117,3003590
4000117,3004946
4000117,3005012
4000117,3005916
4000118,3001605
4000118,3002235
4000118,3004180
4000118,3005083
4000118,3005404
4000118,3005789
4000118,3005790
4000119,3001431
4000119,3001534
4000119,3002745
4000119,3003352
4000120,3000097
4000120,3002011
4000120,3002099
4000120,3002269
4000120,3002660
4000120,3005049
4000121,3000994
4000121,3005927
4000122,3000660
4000122,3001569
4000122,3002920
4000122,3003384
4000122,3003678
4000122,3003983
4000123,3000626
4000123,3001057
4000123,3001105
4000123,3001883
4000123,3005953
4000124,3000313
4000124,3000906
4000124,3001112
4000124,3001221
4000124,3001896
4000124,3002297
4000124,3002971
4000124,3003245
4000125,3003428
4000125,3005923
4000126,3000306
4000126,3000611
4000126,3000912
4000127,3001781
4000127,3002364
4000127,3002893
4000127,3005483
4000128,3000865
4000128,3001027
4000128,3001140
4000128,3004313
4000128,3005794
4000129,3002214
4000129,3003109
4000129,3003893
4000129,3003976
4000129,3004486
4000129,3004877
4000129,3005781
4000130,3000561
4000130,3004403
4000130,3005004
4000131,3001664
4000131,3002184
4000131,3002313
4000131,3004715
4000132,3002084
4000132,3002197
4000132,3002479
4000132,3002569
4000132,3004528
4000132,3005043
4000132,3005662
4000132,3005908
4000133,3002998
4000133,3003192
4000133,3003762
4000133,3004953
4000134,3000307
4000134,3001650
4000134,3001969
4000134,3002289
4000134,3004891
4000134,3004996
4000134,3005292
4000135,3000006
4000135,3000009
4000135,3000947
4000135,3001631
4000135,3001895
4000135,3002283
4000135,3003396
4000135,3003536
4000135,3003963
4000135,3004894
4000135,3005920
4000136,3001128
4000136,3003168
4000136,3005389
4000137,3001943
4000137,3002143
4000137,3003738
4000137,3003999
4000137,3004249
4000137,3004968
4000137,3005129
4000138,3000955
4000138,3001644
4000138,3002895
4000138,3003271
4000138,3004833
4000138,3004904
4000138,3005284
4000138,3005820
4000139,3000362
4000139,3001855
4000140,3000484
4000140,3001155
4000140,3001157
4000140,3003287
4000141,3000167
4000141,3000280
4000141,3000444
4000141,3001207
4000141,3001628
4000141,3004955
4000141,3005124
4000141,3005552
4000142,3000748
4000142,3000860
4000142,3000974
4000142,3001033
4000142,3001228
4000142,3001609
4000142,3001777
4000142,3002209
4000142,3002437
4000142,3002531
4000142,3002976
4000142,3003077
4000142,3003696
4000142,3003759
4000142,3004603
4000142,3005081
4000142,3005384
4000142,3005580
4000143,3000538
4000143,3001188
4000143,3001290
4000143,3002977
4000143,3003202
4000143,3003574
4000143,3003808
4000143,3005330
4000144,3001029
4000144,3004761
4000144,3005940
4000145,3001505
4000145,3002027
4000145,3002096
4000145,3003461
4000145,3004638
4000145,3005952
4000146,3000844
4000146,3001771
4000146,3002231
4000146,3002578
4000146,3004072
4000146,3004233
4000146,3005554
4000147,3001568
4000147,3001920
4000147,3002032
4000147,3002668
4000147,3002937
4000147,3005265
4000148,3000701
4000148,3002864
4000148,3004443
4000148,3005200
4000148,3005644
4000149,3001778
4000149,3002208
4000149,3002657
4000150,3001410
4000150,3002057
4000150,3003139
4000151,3000195
4000151,3002429
4000151,3004152
4000151,3004640
4000151,3004895
4000151,3005323
4000152,3001026
4000152,3001338
4000152,3002013
4000152,3003615
4000152,3004643
4000152,3004876
4000153,3002265
4000153,3002397
4000153,3003435
4000153,3005672
4000154,3000506
4000154,3001074
4000154,3001360
4000155,3000391
4000155,3000820
4000155,3001341
4000155,3001364
4000155,3002722
4000155,3004747
4000155,3004952
4000156,3000464
4000156,3000707
4000156,3001381
4000156,3003449
4000156,3005251
4000157,3003476
4000157,3004016
4000157,3004923
4000157,3004933
4000158,3002378
4000158,3002457
4000158,3003597
4000158,3004517
4000158,3004892
4000158,3005137
4000158,3005606
4000159,3005790
4000160,3000512
4000160,3001573
4000160,3001728
4000160,3002110
4000160,3002996
4000161,3000021
4000161,3000174
4000161,3000655
4000161,3001498
4000161,3003262
4000161,3003500
4000161,3003540
4000161,3004388
4000161,3004770
4000161,3004872
4000161,3005838
4000161,3005956
4000162,3000202
4000162,3000275
4000162,3001534
4000162,3004344
4000162,3005731
4000163,3002065
4000163,3002809
4000163,3003146
4000163,3003464
4000163,3005485
4000164,3004613
4000164,3005144
4000164,3005810
4000165,3001121
4000165,3001632
4000165,3002069
4000165,3005670
4000166,3002529
4000166,3002978
4000166,3003820
4000166,3003889
4000167,3000283
4000167,3002504
4000167,3002553
4000167,3002858
4000167,3004020
4000167,3005120
4000167,3005592
4000168,3000962
4000168,3001423
4000168,3001462
4000168,3001945
4000168,3002446
4000168,3004760
4000168,3004801
4000168,3005807
4000169,3000093
4000169,3000601
4000169,3001090
4000169,3001730
4000170,3000687
4000170,3000911
4000170,3001289
4000170,3001901
4000170,3002131
4000170,3002135
4000170,3003034
4000170,3004069
4000170,3004508
4000170,3004545
4000170,3004555
4000170,3004628
4000170,3005065
4000170,3005171
4000170,3005997
4000171,3002031
4000171,3002971
4000171,3003207
4000171,3006000
4000172,3002973
4000172,3003002
4000172,3003354
4000172,3005079
4000172,3005453
4000172,3005665
4000172,3005816
4000173,3002227
4000173,3002786
4000173,3005918
4000174,3005066
4000175,3001504
4000175,3002250
4000175,3003855
4000175,3004458
4000176,3003825
4000176,3003883
4000176,3004006
4000177,3000778
4000177,3000939
4000177,3001619
4000177,3003240
4000177,3004959
4000177,3005847
4000178,3000531
4000178,3000863
4000178,3001766
4000178,3002643
4000178,3002881
4000178,3003158
4000178,3004024
4000178,3005127
4000179,3000365
4000179,3000795
4000179,3001188
4000179,3001447
4000179,3001471
4000179,3001724
4000179,3002213
4000179,3003608
4000179,3004379
4000180,3000559
4000180,3001373
4000180,3001503
4000180,3002002
4000180,3002065
4000180,3002066
4000180,3002280
4000180,3002555
4000180,3002582
4000180,3003286
4000180,3003703
4000181,3000864
4000181,3001210
4000181,3001698
4000181,3002447
4000181,3002458
4000181,3002645
4000181,3004236
4000181,3004370
4000181,3004861
4000181,3005343
4000181,3005596
4000182,3000169
4000182,3000630
4000182,3001100
4000182,3001577
4000182,3004286
4000182,3004729
4000182,3004850
4000182,3005221
4000182,3005299
4000183,3000087
4000183,3001658
4000183,3003215
4000183,3003591
4000183,3003873
4000184,3000312
4000184,3000408
4000184,3001544
4000184,3001678
4000184,3002564
4000184,3003033
4000184,3004124
4000184,3004398
4000184,3005064
4000184,3005166
4000185,3000692
4000185,3003889
4000186,3000835
4000186,3001040
4000186,3001071
4000186,3003628
4000186,3004323
4000186,3005356
4000187,3000545
4000187,3000749
4000187,3001132
4000187,3002587
4000187,3003143
4000187,3003667
4000187,3004093
4000187,3004635
4000188,3000471
4000188,3003186
4000188,3003944
4000188,3004684
4000188,3004792
4000188,3005957
4000189,3001500
4000189,3002077
4000189,3002800
4000189,3003550
4000189,3003673
4000189,3004781
4000189,3005186
4000189,3005231
4000189,3005455
4000190,3000102
4000190,3000407
4000190,3002892
4000190,3002997
4000190,3003631
4000190,3003857
4000190,3004464
4000190,3004622
4000191,3001660
4000191,3002321
4000191,3003095
4000191,3003150
4000191,3003747
4000191,3004065
4000191,3005578
4000192,3000357
4000192,3000826
4000192,3001310
4000192,3001843
4000192,3002473
4000192,3002758
4000192,3004162
4000192,3004778
4000192,3005013
4000192,3005340
4000193,3000153
4000193,3002290
4000193,3003669
4000193,3004269
4000193,3004697
4000193,3005044
4000194,3000991
4000194,3001039
4000194,3002475
4000194,3004246
4000195,3000488
4000195,3000514
4000195,3002546
4000195,3003914
4000196,3001323
4000196,3001827
4000196,3003134
4000196,3004255
4000197,3003017
4000197,3004575
4000198,3001071
4000199,3000714
4000199,3001263
4000199,3002794
4000199,3004673
4000199,3005300
4000200,3000007
4000200,3000243
4000200,3000906
4000200,3001644
4000200,3003111
4000200,3005619
4000201,3003991
4000201,3005653
4000202,3000389
4000202,3002813
4000202,3002847
4000202,3003094
4000202,3003113
4000202,3004481
4000202,3004805
4000202,3005966
4000203,3000421
4000203,3001035
4000203,3002535
4000203,3005691
4000204,3001707
4000204,3002106
4000204,3002657
4000204,3003571
4000204,3004323
4000205,3002349
4000205,3002927
4000205,3003516
4000205,3003975
4000205,3005762
4000206,3000825
4000206,3001110
4000206,3002576
4000206,3004238
4000206,3005211
4000207,3000511
4000207,3000723
4000207,3001446
4000207,3001579
4000207,3002489
4000207,3004719
4000207,3004976
4000208,3000733
4000208,3001421
4000208,3003004
4000208,3003880
4000208,3004594
4000209,3000366
4000209,3000474
4000209,3001418
4000209,3002677
4000209,3003254
4000209,3003665
4000210,3000039
4000210,3000810
4000210,3002100
4000210,3004347
4000210,3004847
4000210,3005496
4000211,3000269
4000211,3002261
4000211,3003193
4000211,3003313
4000211,3004820
4000211,3005239
4000211,3005531
4000212,3002316
4000212,3002735
4000212,3003714
4000212,3004871
4000212,3005007
4000212,3005234
4000212,3005655
4000212,3005773
4000213,3000403
4000213,3000680
4000213,3002954
4000213,3003145
4000213,3003414
4000213,3005189
4000213,3005470
4000213,3005506
4000214,3000402
4000214,3002793
4000214,3003254
4000214,3003892
4000214,3005551
4000215,3003249
4000215,3003322
4000215,3003384
4000215,3003423
4000215,3005525
4000215,3005562
4000216,3000871
4000216,3000934
4000216,3002545
4000216,3002942
4000216,3003924
4000216,3004479
4000217,3000188
4000217,3000499
4000217,3001128
4000217,3001811
4000217,3002773
4000217,3003716
4000218,3000487
4000218,3000512
4000218,3000627
4000218,3002829
4000218,3003647
4000219,3001889
4000219,3002481
4000219,3004232
4000219,3004879
4000220,3000905
4000220,3001292
4000220,3001298
4000220,3001391
4000220,3001980
4000220,3002168
4000220,3002555
4000220,3002809
4000220,3004170
4000221,3000386
4000221,3000658
4000221,3001189
4000221,3003210
4000221,3003957
4000221,3005911
4000222,3000096
4000222,3000593
4000222,3001150
4000222,3003500
4000222,3004725
4000223,3001343
4000223,3004016
4000223,3004742
4000223,3004812
4000223,3005655
4000223,3005906
4000224,3001850
4000224,3002234
4000224,3004078
4000224,3004655
4000224,3004731
4000224,3004848
4000225,3000183
4000225,3003324
4000225,3004575
4000225,3004638
4000226,3000070
4000226,3000361
4000226,3000465
4000226,3000876
4000226,3001591
4000226,3001990
4000226,3002230
4000226,3002973
4000226,3003408
4000226,3004063
4000226,3004182
4000226,3005681
4000227,3000218
4000227,3000395
4000227,3000651
4000227,3000873
4000227,3001633
4000227,3001983
4000227,3002110
4000227,3002430
4000227,3002988
4000227,3003029
4000227,3003084
4000227,3003861
4000228,3000036
4000228,3000374
4000228,3005266
4000229,3000135
4000229,3005374
4000230,3000997
4000230,3001498
4000230,3003264
4000230,3003598
4000230,3003846
4000230,3004770
4000230,3005287
4000230,3005349
4000230,3005555
4000231,3000700
4000231,3001848
4000231,3001913
4000231,3002414
4000231,3004197
4000232,3000055
4000232,3000646
4000232,3001636
4000232,3002331
4000232,3004025
4000232,3004192
4000232,3004389
4000233,3000122
4000233,3000950
4000233,3002526
4000233,3004680
4000234,3001590
4000234,3002040
4000234,3003181
4000234,3003312
4000234,3004899
4000234,3005228
4000234,3005398
4000235,3001528
4000235,3002783
4000235,3003542
4000235,3003962
4000235,3004169
4000235,3004732
4000235,3005791
4000236,3001007
4000236,3001304
4000236,3001534
4000236,3005092
4000237,3001338
4000237,3001619
4000237,3003079
4000237,3005587
4000238,3000236
4000238,3002155
4000238,3002410
4000238,3004657
4000238,3005277
4000238,3005796
4000239,3000182
4000239,3000622
4000239,3001648
4000239,3001815
4000239,3002702
4000239,3004458
4000240,3000139
4000240,3002528
4000240,3003106
4000241,3000297
4000241,3003722
4000241,3004695
4000241,3005144
4000242,3000071
4000242,3000866
4000242,3001124
4000242,3001968
4000242,3002651
4000242,3004268
4000242,3005207
4000242,3005777
4000243,3001681
4000243,3004461
4000243,3005415
4000244,3000864
4000244,3002451
4000244,3002661
4000244,3003966
4000244,3004861
4000244,3005467
4000245,3000772
4000245,3003781
4000246,3001355
4000246,3002395
4000246,3003139
4000247,3002296
4000247,3003783
4000247,3004921
4000247,3005438
4000248,3000989
4000248,3003681
4000248,3004249
4000248,3004528
4000248,3005129
4000249,3000241
4000249,3000530
4000249,3001047
4000249,3002064
4000249,3002425
4000249,3003614
4000249,3003621
4000249,3003797
4000249,3003802
4000249,3004612
4000249,3004880
4000249,3005650
4000249,3005739
4000250,3001331
4000250,3004571
4000250,3005091
4000251,3001265
4000251,3001279
4000251,3001675
4000251,3001852
4000251,3001876
4000251,3002714
4000251,3002967
4000251,3004026
4000252,3000054
4000252,3001443
4000252,3001498
4000252,3003336
4000252,3005084
4000253,3001773
4000253,3002216
4000253,3002637
4000253,3003590
4000253,3003859
4000253,3004475
4000253,3005828
4000254,3000166
4000254,3000966
4000254,3002505
4000254,3002699
4000254,3003742
4000254,3005016
4000254,3005116
4000255,3000656
4000255,3001430
4000255,3001721
4000255,3003141
4000255,3003356
4000255,3003532
4000255,3003941
4000256,3000426
4000256,3000953
4000256,3001400
4000256,3001852
4000256,3002398
4000256,3002495
4000256,3003548
4000256,3004534
4000257,3001311
4000257,3001723
4000258,3002557
4000258,3002823
4000258,3004111
4000258,3004749
4000258,3005663
4000259,3000803
4000259,3003627
4000259,3005862
4000260,3002046
4000260,3002097
4000260,3002351
4000260,3002747
4000260,3002757
4000260,3004944
4000261,3000321
4000261,3002969
4000261,3002995
4000261,3005144
4000262,3000572
4000262,3003468
4000262,3004177
4000263,3002039
4000263,3002278
4000263,3004467
4000263,3005201
4000263,3005726
4000263,3005868
4000264,3000678
4000264,3001256
4000264,3001277
4000264,3001704
4000264,3001927
4000264,3002267
4000264,3002347
4000264,3003013
4000264,3003077
4000264,3003091
4000264,3004416
4000265,3001261
4000265,3001323
4000265,3001649
4000265,3002432
4000265,3003168
4000265,3003482
4000265,3003690
4000265,3003842
4000265,3004138
4000265,3004352
4000265,3004356
4000266,3000170
4000266,3000625
4000266,3001184
4000266,3001984
4000266,3003663
4000266,3003921
4000266,3004266
4000266,3004983
4000266,3005597
4000267,3000913
4000267,3001751
4000267,3001962
4000267,3003646
4000268,3001151
4000268,3002624
4000268,3003693
4000268,3004291
4000268,3005028
4000269,3002469
4000269,3002832
4000269,3002842
4000269,3005300
4000270,3000146
4000270,3001307
4000270,3001754
4000270,3003279
4000270,3005714
4000270,3005722
4000271,3001254
4000271,3002483
4000271,3003347
4000271,3003975
4000271,3004307
4000271,3004865
4000272,3001460
4000272,3002612
4000272,3003124
4000272,3005305
4000272,3005368
4000272,3005917
4000273,3000368
4000273,3002791
4000273,3004583
4000273,3004815
4000273,3005073
4000274,3000025
4000274,3000400
4000274,3001030
4000274,3004159
4000274,3005027
4000275,3000584
4000275,3001582
4000275,3002781
4000275,3002905
4000275,3004624
4000276,3000294
4000276,3001873
4000276,3003534
4000276,3003890
4000276,3004084
4000276,3004800
4000276,3005000
4000277,3000755
4000277,3001821
4000277,3003842
4000277,3004649
4000278,3000447
4000278,3001219
4000278,3001474
4000278,3001583
4000278,3004204
4000278,3004668
4000279,3001344
4000279,3001540
4000279,3002060
4000279,3003283
4000280,3001304
4000280,3004245
4000280,3004538
4000281,3001595
4000281,3001718
4000281,3003316
4000281,3004455
4000281,3005074
4000281,3005376
4000282,3001119
4000282,3001199
4000282,3001398
4000282,3001437
4000282,3003016
4000282,3003019
4000282,3003304
4000282,3003495
4000282,3004782
4000282,3005824
4000282,3005829
4000282,3005932
4000283,3000288
4000283,3001182
4000283,3001354
4000283,3002062
4000283,3002328
4000283,3003121
4000283,3003142
4000283,3003988
4000283,3004088
4000283,3004859
4000283,3004939
4000283,3005570
4000284,3000884
4000284,3001273
4000284,3002949
4000284,3003456
4000284,3003832
4000284,3003904
4000284,3004413
4000284,3005133
4000284,3005853
4000285,3001475
4000285,3002084
4000285,3005431
4000286,3002367
4000286,3003233
4000286,3004654
4000286,3004907
4000287,3000213
4000287,3000555
4000287,3000992
4000287,3001543
4000287,3002724
4000287,3003726
4000287,3004130
4000288,3000318
4000288,3000352
4000288,3001675
4000288,3004314
4000288,3004806
4000289,3003622
4000289,3003793
4000289,3004179
4000289,3004216
4000289,3004627
4000290,3000614
4000290,3001661
4000290,3004226
4000290,3005537
4000290,3005811
4000290,3005979
4000291,3001325
4000291,3001532
4000291,3002500
4000291,3002865
4000291,3004799
4000291,3005276
4000291,3005927
4000291,3005952
4000292,3000631
4000292,3000913
4000292,3002087
4000292,3003149
4000292,3003646
4000292,3004832
4000293,3001220
4000293,3002644
4000293,3002883
4000293,3003795
4000293,3004014
4000293,3004270
4000294,3003475
4000294,3004413
4000294,3005163
4000294,3005249
4000294,3005695
4000294,3005931
4000295,3000722
4000295,3002356
4000295,3002611
4000295,3003724
4000295,3004514
4000296,3000392
4000296,3002759
4000296,3003096
4000296,3004109
4000296,3005942
4000296,3005964
4000297,3001203
4000297,3002022
4000297,3002352
4000297,3002455
4000297,3002458
4000297,3002938
4000297,3003848
